ward_id,name,area_m2,area_km2,perimeter_m,perimeter_km,compactness,centroid_lon,centroid_lat,road_length_km,road_density_km_per_km2
15,ASARWA,2440111.9981612363,2.4401119981612363,8227.571886507385,8.227571886507384,0.45297710655697826,72.61308867344393,23.04978165346924,16.487,6.757
16,SHAHIBAG,4434465.72550619,4.434465725506191,12337.853389871312,12.337853389871313,0.3660765889333576,72.59867664387328,23.050013437594558,30.524,6.883
17,SHAHPUR,3781172.211550223,3.7811722115502233,9702.171425902232,9.702171425902232,0.504775693235201,72.58285718396003,23.047375685696952,36.395,9.625
18,NAVRANGPURA,12001909.652034122,12.001909652034122,15579.296257867774,15.579296257867775,0.6213904082143554,72.55266628373869,23.03043799668365,128.488,10.706
19,BODAKDEV,12953594.847613415,12.953594847613415,24995.201530438462,24.99520153043846,0.2605474865653726,72.50640445132119,23.03548794902102,104.816,8.092
20,JODHPUR,9872182.144569641,9.87218214456964,18008.02994157131,18.00802994157131,0.382552122133893,72.50783705520242,23.018974423615184,91.957,9.315
21,DARIYAPUR,1620683.075579335,1.6206830755793349,7466.559160166222,7.466559160166222,0.36531452473445275,72.58922616499865,23.03399010242319,8.518,5.256
22,INDIA COLONY,4573052.533906986,4.573052533906986,11292.099718795711,11.292099718795711,0.4506782975846476,72.62312461212615,23.043693777318563,27.825,6.085
23,THAKKARBAPANAGAR,3096415.9206292154,3.0964159206292154,9391.50454929619,9.39150454929619,0.44116272370935133,72.64912122215868,23.0494745256147,14.553,4.7
24,NIKOL,11493370.65424202,11.49337065424202,18164.170520895736,18.164170520895734,0.43774998117868236,72.67107147045537,23.047872453199176,75.942,6.607
25,VIRATNAGAR,3745445.9435890024,3.745445943589002,11797.202982975807,11.797202982975806,0.33818574191041206,72.64449716778955,23.02887533008035,32.974,8.804
26,BAPUNAGAR,2681767.5126826465,2.6817675126826463,7119.106355743596,7.119106355743597,0.6649362765441176,72.63088343731916,23.032488716930196,23.586,8.795
27,SARASPUR-RAKHIYAL,3060012.809983101,3.060012809983101,9326.094923522473,9.326094923522472,0.44211316324850325,72.61527310884172,23.029800586267818,25.682,8.393
28,KHADIA,3269364.246545433,3.269364246545433,9339.847727687373,9.339847727687372,0.470970365706825,72.59437086891404,23.021723104633086,22.698,6.943
29,JAMALPUR,2815042.4881640784,2.8150424881640785,10263.072204751714,10.263072204751714,0.33584589897377226,72.5806121238553,23.021482570508486,29.658,10.536
30,PALDI,5594141.9599461835,5.5941419599461835,9497.853821352925,9.497853821352924,0.7792779442947599,72.56261818876098,23.011372357742793,44.738,7.997
31,VASNA,5577888.5549056055,5.577888554905606,11078.352229380705,11.078352229380705,0.5711226165138804,72.5471927247516,22.99719556914607,22.955,4.115
32,VEJALPUR,2900773.7847158248,2.900773784715825,9722.114762264813,9.722114762264813,0.3856579064477917,72.52475788046021,23.005393104656743,21.166,7.297
33,SARKHEJ,23640081.99912347,23.64008199912347,24515.838762022508,24.515838762022508,0.49427122729853856,72.49200496403164,22.988790905438567,119.448,5.053
34,MAKTAMPURA,25554343.070904486,25.554343070904487,33400.422159134934,33.40042215913493,0.28785294225763475,72.51690003560101,22.954889327610488,37.646,1.473
35,BAHERAMPURA,10230145.837280044,10.230145837280045,15825.902800130689,15.825902800130688,0.5132804237898246,72.56962242552673,22.987741453244322,52.437,5.126
36,DANILIMDA,3547105.206938656,3.547105206938656,10089.793065915705,10.089793065915705,0.4378440126633792,72.58791783704135,22.997112253384607,24.07,6.786
37,MANINAGAR,4547598.344658079,4.547598344658079,9465.172024018335,9.465172024018335,0.6378740593534433,72.60207316795129,22.99966463331785,40.046,8.806
38,GOMTIPUR,3241193.8110200805,3.2411938110200804,12616.65125583949,12.61665125583949,0.25587430008131573,72.61737075092769,23.018967125474173,21.793,6.724
39,AMRAIWADI,3144139.8296830594,3.144139829683059,12342.66921084761,12.34266921084761,0.25935434998187845,72.62410970330039,23.00991737239864,19.84,6.31
40,ODHAV,5468498.156788142,5.468498156788143,13236.86703000747,13.23686703000747,0.39219993890069693,72.66117967303133,23.023265471282762,42.046,7.689
41,VASTRAL,13484631.275510028,13.484631275510027,16422.673669914806,16.422673669914808,0.6282915417289003,72.6687657990381,23.002090776900644,37.661,2.793
42,INDRAPURI,3321213.9749391074,3.3212139749391074,12556.449452286372,12.55644945228637,0.2647116257734119,72.63896564205584,23.00070042162332,32.465,9.775
43,BHAIPURA HATKESHWAR,1941500.8625677081,1.9415008625677082,7017.970449586899,7.017970449586899,0.49536393142768476,72.62788720487463,22.994524033567775,13.104,6.749
44,KHOKHRA,3588188.239388745,3.588188239388745,13861.1874315386,13.8611874315386,0.23468439362281665,72.61593012722689,22.995658457317564,27.178,7.574
45,ISANPUR,4092708.236115647,4.092708236115647,9451.242504609048,9.451242504609048,0.5757617851068323,72.60002747928306,22.979768165321257,27.086,6.618
46,LAMBHA,48163155.2658722,48.163155265872206,37001.1163164366,37.0011163164366,0.4420741708341192,72.56491781871149,22.950024507146388,118.567,2.462
47,VATVA,11306182.516086148,11.306182516086148,20344.34700816502,20.34434700816502,0.3432719730684001,72.61780726515607,22.949748102917518,51.744,4.577
48,RAMOL HATHIJAN,30786045.509127747,30.786045509127746,34768.15319582642,34.768153195826415,0.3200372470045001,72.6481986471113,22.95764468796362,100.137,3.253
